global_step,grad_norm,loss,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,validation/num_examples,test/ctc_loss,test/wer,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,33.179474,32.989548,,,,,,,,,,,,,,
1,,,7.9014397,0.9440268204818524,7.7533803,0.896866702071163,5348.0,7.74551,0.8997014197794162,2472.0,196.95326209068293,424.897492647171,196.95326209068293,227.9441404342652,0.0,0.0
100,0.6100222,5.8622656,,,,,,,,,,,,,,
200,3.96174,5.7990413,,,,,,,,,,,,,,
300,3.3424094,5.81831,,,,,,,,,,,,,,
400,6.198389,5.8113184,,,,,,,,,,,,,,
439,,,1.5166935,0.944635537887994,1.5483526,0.8967218654950997,5348.0,1.5424807,0.899579550301627,2472.0,1947.0643391609192,2301.610549926758,1947.0643391609192,354.4669382572174,0.0699548721313476,0.0
500,2.089665,5.7864165,,,,,,,,,,,,,,
600,3.3541648,5.7589235,,,,,,,,,,,,,,
700,4.452627,5.6516294,,,,,,,,,,,,,,
800,2.0113392,5.4863615,,,,,,,,,,,,,,
889,,,1.4767932,0.9427216791412514,1.5070449,0.8967218654950997,5348.0,1.4962969,0.899579550301627,2472.0,3695.554431200028,4173.912148714066,3695.554431200028,478.20188188552856,0.1357693672180175,0.0
900,4.1936436,5.3213983,,,,,,,,,,,,,,
1000,2.3011925,4.570555,,,,,,,,,,,,,,
1100,0.8987934,3.9558184,,,,,,,,,,,,,,
1200,1.1121614,3.580537,,,,,,,,,,,,,,
1300,0.7712141,3.3377106,,,,,,,,,,,,,,
1400,0.8689009,3.2231228,,,,,,,,,,,,,,
1500,1.7795324,3.085817,,,,,,,,,,,,,,
1527,,,0.66586787,0.6555234013842107,0.73295695,0.6376671655482065,5348.0,0.67853576,0.6306136128206691,2472.0,5448.104292869568,6037.8759977817535,5448.104292869568,589.5442388057709,0.1982958316802978,0.0
1600,0.7060872,2.9436352,,,,,,,,,,,,,,
1700,0.9625898,2.8544216,,,,,,,,,,,,,,
1800,1.048622,2.7267046,,,,,,,,,,,,,,
1900,0.68778646,2.6650167,,,,,,,,,,,,,,
2000,1.79677,2.6529496,,,,,,,,,,,,,,
2035,,,0.426745,0.5023196389112882,0.49475142,0.5228793511321392,5348.0,0.43009406,0.4889606564702537,2472.0,7206.683331251144,7915.620689153671,7206.683331251144,708.6395835876465,0.2610743045806885,0.0
2100,0.81435025,2.5746882,,,,,,,,,,,,,,
2200,0.76067895,2.4405847,,,,,,,,,,,,,,
2300,1.25198,2.3941517,,,,,,,,,,,,,,
2400,0.70178896,2.3168075,,,,,,,,,,,,,,
2500,0.6558507,2.3146682,,,,,,,,,,,,,,
2600,0.98538905,2.2495482,,,,,,,,,,,,,,
2700,0.6490881,2.1576564,,,,,,,,,,,,,,
2793,,,0.25752237,0.3312585618300028,0.33265686,0.3828416936223627,5348.0,0.26277635,0.3289460321329189,2472.0,8962.10815191269,9788.590219020844,8962.10815191269,826.1121017932892,0.3236737251281738,0.0
2800,0.82955444,2.220769,,,,,,,,,,,,,,
2900,0.88400227,2.1925063,,,,,,,,,,,,,,
3000,0.8896324,2.1625621,,,,,,,,,,,,,,
3100,0.70471174,2.1364079,,,,,,,,,,,,,,
3200,0.7970773,2.0849457,,,,,,,,,,,,,,
3300,1.3051131,2.1013372,,,,,,,,,,,,,,
3400,0.7708243,2.0105643,,,,,,,,,,,,,,
3500,0.99234235,1.9998385,,,,,,,,,,,,,,
3524,,,0.18616998,0.2471205808451275,0.25550637,0.2994641046685656,5348.0,0.18709941,0.2386813722503199,2472.0,10714.761747598648,11654.267748355864,10714.761747598648,939.0638279914856,0.3860630989074707,0.0
3600,1.0229667,1.9653406,,,,,,,,,,,,,,
3700,0.856003,1.9412378,,,,,,,,,,,,,,
3800,0.80974305,1.9364667,,,,,,,,,,,,,,
3900,0.8624163,1.982683,,,,,,,,,,,,,,
4000,0.8677497,1.8515934,,,,,,,,,,,,,,
4100,1.0424255,1.9554254,,,,,,,,,,,,,,
4102,,,0.14999674,0.2003382043264629,0.22255073,0.262453531598513,5348.0,0.15710689,0.2018158552190604,2472.0,12462.909646511078,13512.48133468628,12462.909646511078,1049.0582392215729,0.4485347270965576,0.0
4200,0.9856423,1.8703717,,,,,,,,,,,,,,
4300,0.8544428,1.9504795,,,,,,,,,,,,,,
4400,1.1184913,1.8414595,,,,,,,,,,,,,,
4500,0.84894526,1.8656685,,,,,,,,,,,,,,
4600,0.60952824,1.8264061,,,,,,,,,,,,,,
4700,0.6434885,1.8085451,,,,,,,,,,,,,,
4800,0.5798955,1.7695382,,,,,,,,,,,,,,
4895,,,0.11591135,0.1619490886398502,0.19682789,0.2344807608748129,5348.0,0.13330388,0.1740296142831028,2472.0,14221.65067577362,15380.547930002213,14221.65067577362,1158.3118555545807,0.510282039642334,0.0
4900,1.0209299,1.8018228,,,,,,,,,,,,,,
5000,0.639281,1.82773,,,,,,,,,,,,,,
5100,0.73032737,1.8248866,,,,,,,,,,,,,,
5200,0.8259499,1.751592,,,,,,,,,,,,,,
5300,0.74799913,1.7645487,,,,,,,,,,,,,,
5400,0.6608945,1.8022616,,,,,,,,,,,,,,
5500,0.6131385,1.7093127,,,,,,,,,,,,,,
5600,1.1050055,1.720426,,,,,,,,,,,,,,
5646,,,0.101063974,0.1398847682330597,0.18140611,0.2165693043016463,5348.0,0.1198588,0.1565616557999715,2472.0,15968.883351802826,17265.76885843277,15968.883351802826,1296.2273261547089,0.5731735229492188,0.0
5700,0.6256427,1.719749,,,,,,,,,,,,,,
5800,0.7470788,1.7487253,,,,,,,,,,,,,,
5900,1.0565267,1.6938578,,,,,,,,,,,,,,
6000,0.7425291,1.7467477,,,,,,,,,,,,,,
6100,0.6484635,1.7057803,,,,,,,,,,,,,,
6200,0.990215,1.7167429,,,,,,,,,,,,,,
6300,0.68572676,1.6588577,,,,,,,,,,,,,,
6356,,,0.09484016,0.1346082684871854,0.17026955,0.204393376140588,5348.0,0.11081062,0.1456949606970934,2472.0,17715.931775808334,19145.13489413261,17715.931775808334,1428.4699447155,0.6381607055664062,0.0
6400,0.76438767,1.7097924,,,,,,,,,,,,,,
6500,0.5344598,1.6465408,,,,,,,,,,,,,,
6600,1.2153145,1.6125358,,,,,,,,,,,,,,
6700,0.691816,1.6228818,,,,,,,,,,,,,,
6800,0.71614754,1.6510276,,,,,,,,,,,,,,
6900,1.4468514,1.7274281,,,,,,,,,,,,,,
7000,0.6848616,1.5901339,,,,,,,,,,,,,,
7081,,,0.09230519,0.1269467727861656,0.16140665,0.1941196350118283,5348.0,0.103926286,0.1378546909593159,2472.0,19464.15207719803,21010.61430120468,19464.15207719803,1545.655401945114,0.7020437717437744,0.0
7100,0.75535655,1.6084176,,,,,,,,,,,,,,
7200,0.729796,1.6650536,,,,,,,,,,,,,,
7300,0.7016104,1.7022661,,,,,,,,,,,,,,
7400,0.49716327,1.5781397,,,,,,,,,,,,,,
7500,0.84599197,1.6365004,,,,,,,,,,,,,,
7600,0.62948346,1.5948751,,,,,,,,,,,,,,
7700,0.6732647,1.672215,,,,,,,,,,,,,,
7800,0.6077326,1.5905093,,,,,,,,,,,,,,
7864,,,0.08709031,0.1213337905927665,0.15388525,0.1853521942741273,5348.0,0.09830278,0.1306034570308533,2472.0,21217.21131825447,22902.304879188538,21217.21131825447,1684.2115323543549,0.7667696475982666,0.0
7900,0.6404575,1.5783978,,,,,,,,,,,,,,
8000,0.71985435,1.5992985,,,,,,,,,,,,,,
8100,0.670627,1.6037949,,,,,,,,,,,,,,
8200,0.53652036,1.5728803,,,,,,,,,,,,,,
8300,0.76917756,1.5567138,,,,,,,,,,,,,,
8400,0.8196089,1.5339487,,,,,,,,,,,,,,
8500,1.0842292,1.5039303,,,,,,,,,,,,,,
8559,,,0.08047343,0.1140806667352608,0.14811236,0.1784096943948245,5348.0,0.09410952,0.1245912294599151,2472.0,22964.627260684967,24761.436915159225,22964.627260684967,1795.8534672260284,0.8311972618103027,0.0
8600,0.7163335,1.5639626,,,,,,,,,,,,,,
8700,0.5959535,1.55225,,,,,,,,,,,,,,
8800,0.69002837,1.605535,,,,,,,,,,,,,,
8900,0.7646854,1.6161565,,,,,,,,,,,,,,
9000,0.91997343,1.5964681,,,,,,,,,,,,,,
9100,0.81797826,1.5621051,,,,,,,,,,,,,,
9200,0.84166837,1.5599824,,,,,,,,,,,,,,
9205,,,0.07340021,0.1051211942063257,0.14340588,0.1727996910153044,5348.0,0.090662666,0.1208335872280787,2472.0,24711.836460113525,26617.553889513016,24711.836460113525,1904.687812805176,0.8956105709075928,0.0
9300,0.6912888,1.5269425,,,,,,,,,,,,,,
9400,0.7124084,1.5188336,,,,,,,,,,,,,,
9500,1.0789282,1.5373099,,,,,,,,,,,,,,
9600,0.92939776,1.5515971,,,,,,,,,,,,,,
9700,0.9800949,1.5307982,,,,,,,,,,,,,,
9800,0.6213833,1.530797,,,,,,,,,,,,,,
9900,0.8511944,1.5386888,,,,,,,,,,,,,,
10000,0.8387169,1.5564712,,,,,,,,,,,,,,
10091,,,0.067055725,0.0971595503273429,0.13845906,0.1666586201902187,5348.0,0.08666425,0.115247902829403,2472.0,26464.64128518105,28481.71301841736,26464.64128518105,2015.9644572734835,0.9619319438934326,0.0
10100,0.7206782,1.5038211,,,,,,,,,,,,,,
10200,0.7650287,1.4660823,,,,,,,,,,,,,,
10300,0.7633872,1.4879078,,,,,,,,,,,,,,
10400,1.5589813,1.4640448,,,,,,,,,,,,,,
10500,0.7304119,1.4696362,,,,,,,,,,,,,,
10600,0.7162478,1.4459002,,,,,,,,,,,,,,
10700,0.6727778,1.4826605,,,,,,,,,,,,,,
10800,1.0594202,1.4954158,,,,,,,,,,,,,,
10900,0.611924,1.4831443,,,,,,,,,,,,,,
10911,,,0.06424531,0.0917603379325157,0.13428275,0.1616279631149519,5348.0,0.083510324,0.1106981089919363,2472.0,28213.63693213463,30371.010597467422,28213.63693213463,2156.168709039688,1.026278018951416,0.0
11000,0.89226794,1.4526739,,,,,,,,,,,,,,
11100,0.59276354,1.4923776,,,,,,,,,,,,,,
11200,1.2797219,1.5398574,,,,,,,,,,,,,,
11300,0.56681466,1.4405187,,,,,,,,,,,,,,
11400,0.98648536,1.4935591,,,,,,,,,,,,,,
11500,0.8742977,1.4628228,,,,,,,,,,,,,,
11600,0.72092354,1.5154512,,,,,,,,,,,,,,
11678,,,0.06652858,0.094930880568556,0.13102591,0.1571959638874137,5348.0,0.08086289,0.1071435825564154,2472.0,29960.48398399353,32252.367971420288,29960.48398399353,2290.4924297332764,1.1906890869140625,0.0
11700,0.81519073,1.4319082,,,,,,,,,,,,,,
11800,0.8901711,1.4951595,,,,,,,,,,,,,,
11900,0.81553906,1.4276832,,,,,,,,,,,,,,
12000,0.7792207,1.4845752,,,,,,,,,,,,,,
12100,0.72365415,1.4490815,,,,,,,,,,,,,,
12200,0.659607,1.4658309,,,,,,,,,,,,,,
12300,0.7226876,1.4163486,,,,,,,,,,,,,,
12333,,,0.06199781,0.087135578597822,0.12837456,0.1536522956597306,5348.0,0.07874378,0.1038327950764731,2472.0,31707.907094478607,34107.16150546074,31707.907094478607,2397.792788505554,1.2512822151184082,0.0
12400,0.9143897,1.4116402,,,,,,,,,,,,,,
12500,0.7307271,1.4150298,,,,,,,,,,,,,,
12600,0.7172473,1.3894864,,,,,,,,,,,,,,
12700,0.6964302,1.5277263,,,,,,,,,,,,,,
12800,0.6060233,1.4125808,,,,,,,,,,,,,,
12900,0.68135816,1.4790621,,,,,,,,,,,,,,
13000,0.73073477,1.389685,,,,,,,,,,,,,,
13100,0.696873,1.4784677,,,,,,,,,,,,,,
13185,,,0.06430969,0.0901016597403798,0.12541874,0.149683773475595,5348.0,0.076208636,0.1014157171003189,2472.0,33460.56638789177,35971.07544207573,33460.56638789177,2508.825076818466,1.4622688293457031,0.0
13200,0.86498684,1.4278654,,,,,,,,,,,,,,
13300,0.9642319,1.3174623,,,,,,,,,,,,,,
13400,0.72157884,1.4004422,,,,,,,,,,,,,,
13500,0.6066634,1.4687582,,,,,,,,,,,,,,
13600,0.62844145,1.4509506,,,,,,,,,,,,,,
13700,0.7923402,1.4279335,,,,,,,,,,,,,,
13800,0.708786,1.4346774,,,,,,,,,,,,,,
13900,0.6708649,1.3977958,,,,,,,,,,,,,,
14000,0.71280897,1.4257486,,,,,,,,,,,,,,
14044,,,0.061667625,0.0844496307426708,0.12260318,0.1465456476608893,5348.0,0.074283056,0.097861190664798,2472.0,35215.17488050461,37837.07826399803,35215.17488050461,2619.7331862449646,1.8394083976745603,0.0
14100,0.6888168,1.4118972,,,,,,,,,,,,,,
14200,0.56948495,1.436935,,,,,,,,,,,,,,
14300,0.7300047,1.4065689,,,,,,,,,,,,,,
14400,0.89231265,1.3448267,,,,,,,,,,,,,,
14500,0.67145276,1.3550128,,,,,,,,,,,,,,
14600,1.1977961,1.3505743,,,,,,,,,,,,,,
14700,0.7653242,1.4458838,,,,,,,,,,,,,,
14800,0.7832042,1.3751099,,,,,,,,,,,,,,
14825,,,0.04787782,0.0705697856769472,0.12049815,0.1433206199005455,5348.0,0.07252523,0.0949363231978551,2472.0,36962.35698843002,39723.63565826416,36962.35698843002,2759.033967733383,1.904146432876587,0.0
14900,0.56667966,1.4259856,,,,,,,,,,,,,,
15000,0.85290045,1.4264362,,,,,,,,,,,,,,
15100,0.686809,1.3571299,,,,,,,,,,,,,,
15200,0.7627326,1.4187399,,,,,,,,,,,,,,
15300,0.7591458,1.3518678,,,,,,,,,,,,,,
15400,0.6738657,1.367304,,,,,,,,,,,,,,
15410,,,0.054664556,0.0767671221304724,0.11907267,0.1415632694443103,5348.0,0.07146107,0.0936770052606991,2472.0,38714.8086104393,41618.06175756455,38714.8086104393,2900.9344775676727,1.9692094326019287,0.0
15500,0.8604898,1.3073317,,,,,,,,,,,,,,
15600,0.7883024,1.3901186,,,,,,,,,,,,,,
15700,0.9947867,1.3863811,,,,,,,,,,,,,,
15800,0.79564583,1.3791995,,,,,,,,,,,,,,
15900,0.69705576,1.410818,,,,,,,,,,,,,,
16000,0.79001004,1.4004221,,,,,,,,,,,,,,
16100,0.9020184,1.38487,,,,,,,,,,,,,,
16157,,,0.06758514,0.0944169925635838,0.11733566,0.1391686380533964,5348.0,0.0701381,0.0920114557309122,2472.0,40472.02627921104,43487.87933325768,40472.02627921104,3013.45952129364,2.0339627265930176,0.0
16200,0.8112298,1.3252312,,,,,,,,,,,,,,
16300,0.6028752,1.3870914,,,,,,,,,,,,,,
16400,0.644984,1.3468318,,,,,,,,,,,,,,
16500,0.69860893,1.3800147,,,,,,,,,,,,,,
16600,0.78562737,1.386063,,,,,,,,,,,,,,
16700,0.85952824,1.3773285,,,,,,,,,,,,,,
16785,,,0.07052536,0.0982474450001942,0.11578381,0.1374402549123738,5348.0,0.06913086,0.0905490219974407,2472.0,42222.1132106781,45345.64008426666,42222.1132106781,3121.061507463455,2.096875667572021,0.0
16800,0.8561908,1.3686106,,,,,,,,,,,,,,
16900,0.7357954,1.3647057,,,,,,,,,,,,,,
17000,0.62098396,1.3863941,,,,,,,,,,,,,,
17100,0.7163168,1.3747681,,,,,,,,,,,,,,
17200,0.82607585,1.3389316,,,,,,,,,,,,,,
17300,1.1103618,1.334786,,,,,,,,,,,,,,
17371,,,0.080792956,0.1130616375452615,0.11446506,0.1356829044561386,5348.0,0.0681578,0.0892693924806532,2472.0,43976.74268198013,47213.24661421776,43976.74268198013,3233.9648554325104,2.16176700592041,0.0
17400,0.6525393,1.390786,,,,,,,,,,,,,,
17500,0.81070846,1.3557835,,,,,,,,,,,,,,
17600,0.6822222,1.3927482,,,,,,,,,,,,,,
17700,0.76111996,1.3746548,,,,,,,,,,,,,,
17800,0.9143954,1.343853,,,,,,,,,,,,,,
17900,0.64069045,1.3200592,,,,,,,,,,,,,,
18000,0.7541191,1.3511746,,,,,,,,,,,,,,
18100,0.7192371,1.2898679,,,,,,,,,,,,,,
18108,,,0.07240998,0.0990880134707887,0.11277463,0.1336551923912518,5348.0,0.0671057,0.0878678934860764,2472.0,45730.67165231705,49074.47479200363,45730.67165231705,3341.189967393875,2.226503372192383,0.0
18200,0.76043934,1.3461624,,,,,,,,,,,,,,
18300,0.65799963,1.3187137,,,,,,,,,,,,,,
18400,0.80724496,1.3660569,,,,,,,,,,,,,,
18500,0.7916846,1.3252242,,,,,,,,,,,,,,
18600,0.6519096,1.3226603,,,,,,,,,,,,,,
18700,0.78739107,1.3349302,,,,,,,,,,,,,,
18733,,,0.06776204,0.0965060737309743,0.111455426,0.1317047265002655,5348.0,0.06612731,0.0863039018544472,2472.0,47482.99892616272,50956.39587020874,47482.99892616272,3470.709704399109,2.291981935501098,0.0
18800,0.6481085,1.340452,,,,,,,,,,,,,,
18900,0.643592,1.316619,,,,,,,,,,,,,,
19000,0.8139853,1.3554199,,,,,,,,,,,,,,
19100,0.647268,1.3112583,,,,,,,,,,,,,,
19200,0.8297224,1.3567586,,,,,,,,,,,,,,
19300,0.80696654,1.3291609,,,,,,,,,,,,,,
19392,,,0.058822744,0.0852483441908014,0.110080086,0.1301791145657316,5348.0,0.06508372,0.0847195986431864,2472.0,49239.12815523148,52826.64193081856,49239.12815523148,3584.754100084305,2.3553173542022705,0.0
19400,0.6741399,1.3446535,,,,,,,,,,,,,,
19500,0.72986513,1.3529079,,,,,,,,,,,,,,
19600,1.0767359,1.2762034,,,,,,,,,,,,,,
19700,0.74512994,1.2583562,,,,,,,,,,,,,,
19800,0.77892613,1.3317449,,,,,,,,,,,,,,
19900,0.82255685,1.3336215,,,,,,,,,,,,,,
20000,0.90034187,1.2805841,,,,,,,,,,,,,,
20100,0.8208811,1.3185672,,,,,,,,,,,,,,
20135,,,0.06515812,0.0933323195403172,0.10885678,0.1277651716313426,5348.0,0.06423823,0.0842321207320293,2472.0,50989.42118859291,54689.82117676735,50989.42118859291,3697.566463470459,2.4191219806671143,0.0
20200,0.7653695,1.3233228,,,,,,,,,,,,,,
20300,0.79085934,1.2882253,,,,,,,,,,,,,,
20400,0.7696784,1.3749197,,,,,,,,,,,,,,
20500,0.67226136,1.3107216,,,,,,,,,,,,,,
20600,0.65546006,1.3094466,,,,,,,,,,,,,,
20700,0.6984943,1.3018292,,,,,,,,,,,,,,
20723,,,0.059196636,0.0849080913932314,0.10792047,0.1268478733162748,5348.0,0.06353996,0.0829524912152418,2472.0,52736.66936087608,56545.66246843338,52736.66936087608,3806.0864894390106,2.4835922718048096,0.0
20800,0.9946906,1.3201286,,,,,,,,,,,,,,
20900,0.8396225,1.315476,,,,,,,,,,,,,,
21000,0.84974456,1.2800087,,,,,,,,,,,,,,
21100,0.9605779,1.281248,,,,,,,,,,,,,,
21200,0.9042942,1.3058023,,,,,,,,,,,,,,
21300,0.6986611,1.2966613,,,,,,,,,,,,,,
21400,0.74125904,1.3177755,,,,,,,,,,,,,,
21411,,,0.060503576,0.0872975406545959,0.106685415,0.1252257036643653,5348.0,0.06278117,0.0823431438262953,2472.0,54485.64079999924,58407.98307085037,54485.64079999924,3919.361289262772,2.5483932495117188,0.0
21500,0.7410202,1.3142415,,,,,,,,,,,,,,
21600,1.1841717,1.3162793,,,,,,,,,,,,,,
21700,0.8393041,1.2795342,,,,,,,,,,,,,,
21800,0.79393905,1.2411056,,,,,,,,,,,,,,
21900,0.8043133,1.2510186,,,,,,,,,,,,,,
22000,0.9359625,1.3018227,,,,,,,,,,,,,,
22100,0.65249836,1.3605978,,,,,,,,,,,,,,
22110,,,0.059739616,0.0849137336093857,0.10565503,0.1239511417950079,5348.0,0.06206668,0.081144760628034,2472.0,56235.1802983284,60265.79697942734,56235.1802983284,4027.560520648956,2.6141958236694336,0.0
22200,0.7847807,1.323177,,,,,,,,,,,,,,
22300,0.66702986,1.3074423,,,,,,,,,,,,,,
22400,0.82912004,1.3056198,,,,,,,,,,,,,,
22500,0.65189743,1.314932,,,,,,,,,,,,,,
22600,0.90841395,1.351241,,,,,,,,,,,,,,
22631,,,0.062344577,0.0894200061811064,0.104879,0.1230048761647274,5348.0,0.06150419,0.080515101659456,2472.0,57984.56258606911,62125.36770391464,57984.56258606911,4137.6782240867615,2.677271842956543,0.0
22700,0.70627606,1.2819182,,,,,,,,,,,,,,
22800,0.9489898,1.2875187,,,,,,,,,,,,,,
22900,0.9389623,1.262551,,,,,,,,,,,,,,
23000,0.8440236,1.3099142,,,,,,,,,,,,,,
23100,1.0114465,1.2760916,,,,,,,,,,,,,,
23200,0.8726287,1.2293539,,,,,,,,,,,,,,
23300,0.73277265,1.2950976,,,,,,,,,,,,,,
23377,,,0.063704334,0.0880972347771158,0.10378582,0.1215661661758316,5348.0,0.06078908,0.0786667479129852,2472.0,59744.3465783596,63993.22789978981,59744.3465783596,4245.679174423218,2.7425358295440674,0.0
23400,0.71336657,1.2618654,,,,,,,,,,,,,,
23500,0.8967832,1.293337,,,,,,,,,,,,,,
23600,1.1534326,1.3119813,,,,,,,,,,,,,,
23700,0.63360304,1.2650776,,,,,,,,,,,,,,
23800,0.7403733,1.2827994,,,,,,,,,,,,,,
23900,0.6222742,1.2582022,,,,,,,,,,,,,,
24000,0.8890639,1.3540314,,,,,,,,,,,,,,
24017,,,0.057002407,0.0815735198511444,0.102963366,0.1205136870564379,5348.0,0.060211513,0.0773058720776714,2472.0,61494.15185284615,65879.06381702423,61494.15185284615,4381.634075164795,2.80902099609375,0.0
24100,0.8234909,1.2293421,,,,,,,,,,,,,,
24200,0.81298465,1.2686332,,,,,,,,,,,,,,
24300,0.83635,1.3412474,,,,,,,,,,,,,,
24400,0.86173654,1.2921193,,,,,,,,,,,,,,
24500,0.89035285,1.3176821,,,,,,,,,,,,,,
24600,0.6470047,1.2685461,,,,,,,,,,,,,,
24610,,,0.05833152,0.0834569394368125,0.10226437,0.1199633080673972,5348.0,0.059735067,0.0769605752239351,2472.0,63245.43478298187,67743.58352661133,63245.43478298187,4494.796013355255,2.873936891555786,0.0
24700,0.6831647,1.2779046,,,,,,,,,,,,,,
24800,0.97148734,1.3066068,,,,,,,,,,,,,,
24900,1.1063981,1.2892659,,,,,,,,,,,,,,
25000,0.850029,1.2272915,,,,,,,,,,,,,,
25100,0.7230604,1.2741445,,,,,,,,,,,,,,
25200,0.98384583,1.2842927,,,,,,,,,,,,,,
25300,0.82188344,1.2929174,,,,,,,,,,,,,,
25382,,,0.05645231,0.0804523947685577,0.10137933,0.1187177135132525,5348.0,0.05916699,0.076066865720147,2472.0,64999.67829537392,69605.42506170273,64999.67829537392,4602.317381858826,2.9407312870025635,0.0
25400,0.61928713,1.2749741,,,,,,,,,,,,,,
25500,0.79529494,1.3054246,,,,,,,,,,,,,,
25600,0.63504887,1.2449632,,,,,,,,,,,,,,
25700,0.79293513,1.3112535,,,,,,,,,,,,,,
25800,0.8206422,1.2348235,,,,,,,,,,,,,,
25900,1.0021703,1.2750654,,,,,,,,,,,,,,
25986,,,,,,,,,,,66746.61995530128,,,,,0.0
